pair_idx,reward_a,reward_b,frame,reward_a_uncoh,reward_b_uncoh,aesthetic_score,image_reward,pick_score,hpsv2_score,clip_score,openai_clip_score
1,CLIP Score,Aesthetic Score,30,0.967741935483871,0.032258064516129004,7.10640013217926,1.0628374516963959,0.18434017896652222,0.280029296875,0.20374999195337296,0.292948380112648
1,CLIP Score,Aesthetic Score,31,1.0,0.0,6.994836926460266,1.0909613221883774,0.18643292039632797,0.28466796875,0.2059374935925007,0.2805749848484993
2,CLIP Score,Image Reward,0,0.0,1.0,5.891995310783386,0.8902514576911926,0.17679904773831367,0.242889404296875,0.20906249433755875,0.2770707458257675
2,CLIP Score,Image Reward,1,0.03225806451612903,0.967741935483871,5.95112144947052,1.1717022061347961,0.17623013630509377,0.2401123046875,0.2240624949336052,0.2900818660855293
2,CLIP Score,Image Reward,2,0.06451612903225806,0.935483870967742,5.827824115753174,1.2263550758361816,0.17604824900627136,0.240020751953125,0.22062499821186066,0.2895425856113434
2,CLIP Score,Image Reward,3,0.0967741935483871,0.9032258064516129,5.857575058937073,1.250843957066536,0.176870446652174,0.245147705078125,0.22187499701976776,0.3046606034040451
2,CLIP Score,Image Reward,4,0.12903225806451613,0.8709677419354839,5.900621294975281,1.2725837230682373,0.17684489488601685,0.24664306640625,0.2240624949336052,0.29403041303157806
2,CLIP Score,Image Reward,5,0.16129032258064516,0.8387096774193549,5.838311672210693,1.334989756345749,0.17554417997598648,0.238922119140625,0.21843749657273293,0.2950822338461876
2,CLIP Score,Image Reward,6,0.1935483870967742,0.8064516129032258,6.023788094520569,1.409918338060379,0.17607320845127106,0.24847412109375,0.21656249463558197,0.3026915192604065
2,CLIP Score,Image Reward,7,0.22580645161290322,0.7741935483870968,6.00078821182251,1.4103946685791016,0.1766459383070469,0.253265380859375,0.2137499935925007,0.3057304471731186
2,CLIP Score,Image Reward,8,0.25806451612903225,0.7419354838709677,6.023642659187317,1.4078032970428467,0.17709844559431076,0.25250244140625,0.2137499935925007,0.3063608929514885
2,CLIP Score,Image Reward,9,0.2903225806451613,0.7096774193548387,5.923888564109802,1.3375340551137924,0.1763489916920662,0.24969482421875,0.20999998971819878,0.3007271736860275
2,CLIP Score,Image Reward,10,0.3225806451612903,0.6774193548387097,5.972401857376099,1.3131035268306732,0.17719921469688416,0.254058837890625,0.20812499150633812,0.28622128814458847
2,CLIP Score,Image Reward,11,0.3548387096774194,0.6451612903225806,5.890750527381897,1.3258561789989471,0.17717387527227402,0.255126953125,0.20687499269843102,0.2907073423266411
2,CLIP Score,Image Reward,12,0.3870967741935484,0.6129032258064516,6.052205801010132,1.3165803998708725,0.1762361191213131,0.2535400390625,0.20656249672174454,0.28953931480646133
2,CLIP Score,Image Reward,13,0.41935483870967744,0.5806451612903225,5.8966217041015625,1.385274425148964,0.17531879246234894,0.250885009765625,0.20812499523162842,0.29408708214759827
2,CLIP Score,Image Reward,14,0.45161290322580644,0.5483870967741935,5.929254770278931,1.3727343827486038,0.17463913559913635,0.25091552734375,0.2071874961256981,0.29387570172548294
2,CLIP Score,Image Reward,15,0.4838709677419355,0.5161290322580645,6.120050549507141,1.3340640366077423,0.174480102956295,0.251220703125,0.20749999210238457,0.3013003021478653
2,CLIP Score,Image Reward,16,0.5161290322580645,0.4838709677419355,6.0562214851379395,1.3580325245857239,0.17549452558159828,0.252410888671875,0.2071874961256981,0.3000214397907257
2,CLIP Score,Image Reward,17,0.5483870967741935,0.4516129032258065,6.009910464286804,1.307229146361351,0.1740427017211914,0.255401611328125,0.20812499523162842,0.29310713708400726
2,CLIP Score,Image Reward,18,0.5806451612903226,0.4193548387096774,6.019603967666626,1.3293353021144867,0.17403868585824966,0.249542236328125,0.21437499672174454,0.28609246015548706
2,CLIP Score,Image Reward,19,0.6129032258064516,0.3870967741935484,6.081541299819946,1.1464823186397552,0.17525174468755722,0.248382568359375,0.2109374925494194,0.2832723557949066
2,CLIP Score,Image Reward,20,0.6451612903225806,0.3548387096774194,6.079079508781433,1.1593003123998642,0.17513617128133774,0.24896240234375,0.21031249687075615,0.28214608132839203
2,CLIP Score,Image Reward,21,0.6774193548387096,0.32258064516129037,6.1170772314071655,0.9475873708724976,0.17627232149243355,0.253082275390625,0.20999999344348907,0.28841686248779297
2,CLIP Score,Image Reward,22,0.7096774193548387,0.29032258064516125,6.089181184768677,1.0732782930135727,0.1743989773094654,0.250396728515625,0.2084374949336052,0.2904677093029022
2,CLIP Score,Image Reward,23,0.7419354838709677,0.25806451612903225,6.1226218938827515,1.09329155087471,0.17198291420936584,0.24493408203125,0.21156249567866325,0.2816334217786789
2,CLIP Score,Image Reward,24,0.7741935483870968,0.22580645161290325,6.160850405693054,1.1041734963655472,0.1735331378877163,0.2484130859375,0.21281249448657036,0.2814321145415306
2,CLIP Score,Image Reward,25,0.8064516129032258,0.19354838709677424,6.122742414474487,1.1216223537921906,0.1726386621594429,0.245391845703125,0.2109374962747097,0.2718353383243084
2,CLIP Score,Image Reward,26,0.8387096774193549,0.16129032258064513,6.047678112983704,1.0111403912305832,0.17296139895915985,0.241912841796875,0.2199999950826168,0.2749987989664078
2,CLIP Score,Image Reward,27,0.8709677419354839,0.12903225806451613,6.176613450050354,1.0058715641498566,0.1734936572611332,0.242919921875,0.21937499567866325,0.26939186081290245
2,CLIP Score,Image Reward,28,0.9032258064516129,0.09677419354838712,6.194509148597717,0.9468095898628235,0.17180979624390602,0.24530029296875,0.2174999937415123,0.26146965846419334
2,CLIP Score,Image Reward,29,0.9354838709677419,0.06451612903225812,6.262702107429504,0.9896604865789413,0.17242781072854996,0.247344970703125,0.21187499538064003,0.2717275954782963
2,CLIP Score,Image Reward,30,0.967741935483871,0.032258064516129004,6.245861649513245,1.0861102044582367,0.1744605116546154,0.254547119140625,0.21593749895691872,0.27908871322870255
2,CLIP Score,Image Reward,31,1.0,0.0,6.350472450256348,1.4033629596233368,0.17916087061166763,0.26763916015625,0.21562499552965164,0.2661621421575546
3,CLIP Score,PickScore,0,0.0,1.0,5.891995310783386,0.8902514576911926,0.17679904773831367,0.242889404296875,0.20906249433755875,0.2770707458257675
3,CLIP Score,PickScore,1,0.03225806451612903,0.967741935483871,5.889114141464233,0.9170941114425659,0.17468684911727905,0.236175537109375,0.2109374962747097,0.277896985411644
3,CLIP Score,PickScore,2,0.06451612903225806,0.935483870967742,5.817860722541809,1.0006421506404877,0.17642445117235184,0.23681640625,0.21312499418854713,0.2854449227452278
3,CLIP Score,PickScore,3,0.0967741935483871,0.9032258064516129,5.809062838554382,0.8138197958469391,0.17416847497224808,0.234130859375,0.21124999597668648,0.27597229182720184
3,CLIP Score,PickScore,4,0.12903225806451613,0.8709677419354839,5.886193752288818,0.8001215159893036,0.1754409298300743,0.23260498046875,0.2084374986588955,0.2910967543721199
3,CLIP Score,PickScore,5,0.16129032258064516,0.8387096774193549,5.969272971153259,0.7808754816651344,0.17495670914649963,0.227752685546875,0.20999999344348907,0.29591886699199677
3,CLIP Score,PickScore,6,0.1935483870967742,0.8064516129032258,5.91798734664917,0.7845535725355148,0.17508284747600555,0.22332763671875,0.20874999463558197,0.28903966397047043
3,CLIP Score,PickScore,7,0.22580645161290322,0.7741935483870968,5.932785868644714,0.6879797130823135,0.17516876384615898,0.21820068359375,0.20656249672174454,0.2859456166625023
3,CLIP Score,PickScore,8,0.25806451612903225,0.7419354838709677,5.889926433563232,0.7195903360843658,0.1753711886703968,0.22149658203125,0.20906249433755875,0.27156656980514526
3,CLIP Score,PickScore,9,0.2903225806451613,0.7096774193548387,5.823376536369324,0.6685909330844879,0.1760985255241394,0.21917724609375,0.2068749964237213,0.2748873569071293
3,CLIP Score,PickScore,10,0.3225806451612903,0.6774193548387097,5.854158520698547,0.5113852005451918,0.1768345907330513,0.21331787109375,0.20749999582767487,0.26582589745521545
3,CLIP Score,PickScore,11,0.3548387096774194,0.6451612903225806,5.862505674362183,0.5298719201236963,0.17832312360405922,0.21331787109375,0.2071874924004078,0.2764204144477844
3,CLIP Score,PickScore,12,0.3870967741935484,0.6129032258064516,5.862175464630127,0.6136122196912766,0.1789650097489357,0.20941162109375,0.2096874937415123,0.278991661965847
3,CLIP Score,PickScore,13,0.41935483870967744,0.5806451612903225,5.86351215839386,0.5997789055109024,0.17913763225078583,0.20880126953125,0.20937499403953552,0.28425414860248566
3,CLIP Score,PickScore,14,0.45161290322580644,0.5483870967741935,5.824316143989563,0.5550379455089569,0.1805323213338852,0.209625244140625,0.20999999344348907,0.2755758762359619
3,CLIP Score,PickScore,15,0.4838709677419355,0.5161290322580645,5.966232061386108,0.507989838719368,0.18131538480520248,0.209259033203125,0.21531249210238457,0.2923893332481384
3,CLIP Score,PickScore,16,0.5161290322580645,0.4838709677419355,5.910881519317627,0.5677988454699516,0.18102774769067764,0.21234130859375,0.21593749523162842,0.2913341671228409
3,CLIP Score,PickScore,17,0.5483870967741935,0.4516129032258065,5.92546820640564,0.6241026222705841,0.1829526238143444,0.213348388671875,0.21531249582767487,0.28516358882188797
3,CLIP Score,PickScore,18,0.5806451612903226,0.4193548387096774,5.941671013832092,0.46024860558100045,0.18523185700178146,0.21173095703125,0.2121874988079071,0.29775018244981766
3,CLIP Score,PickScore,19,0.6129032258064516,0.3870967741935484,5.975315570831299,0.45015881210565567,0.18455855920910835,0.210052490234375,0.20874999463558197,0.2921530455350876
3,CLIP Score,PickScore,20,0.6451612903225806,0.3548387096774194,5.863044500350952,0.40071482583880424,0.1841551810503006,0.202423095703125,0.20624999701976776,0.27002325654029846
3,CLIP Score,PickScore,21,0.6774193548387096,0.32258064516129037,5.765658140182495,0.16210345923900604,0.18206913396716118,0.194793701171875,0.20499999448657036,0.261967021971941
3,CLIP Score,PickScore,22,0.7096774193548387,0.29032258064516125,5.78616189956665,0.23252440989017487,0.18697185069322586,0.196563720703125,0.21062499657273293,0.28229137882590294
3,CLIP Score,PickScore,23,0.7419354838709677,0.25806451612903225,5.615928649902344,-0.3372619077563286,0.1842300072312355,0.17669677734375,0.20031249150633812,0.2495051547884941
3,CLIP Score,PickScore,24,0.7741935483870968,0.22580645161290325,5.649427890777588,-0.44318991154432297,0.18358579277992249,0.168121337890625,0.18843749538064003,0.2590964213013649
3,CLIP Score,PickScore,25,0.8064516129032258,0.19354838709677424,5.629809141159058,-0.6601112261414528,0.18350909650325775,0.1639404296875,0.17781249433755875,0.23801955208182335
3,CLIP Score,PickScore,26,0.8387096774193549,0.16129032258064513,5.721291780471802,-0.8018700703978539,0.18230077996850014,0.1562652587890625,0.1731249950826168,0.22727156057953835
3,CLIP Score,PickScore,27,0.8709677419354839,0.12903225806451613,5.78746485710144,-0.8271276727318764,0.18469950929284096,0.159088134765625,0.17140624299645424,0.2318435087800026
3,CLIP Score,PickScore,28,0.9032258064516129,0.09677419354838712,5.803053498268127,-0.9119066596031189,0.1874912604689598,0.16229248046875,0.17359374836087227,0.24631881341338158
3,CLIP Score,PickScore,29,0.9354838709677419,0.06451612903225812,5.993334531784058,-1.1181040927767754,0.18676653131842613,0.16766357421875,0.17859374731779099,0.24023817107081413
3,CLIP Score,PickScore,30,0.967741935483871,0.032258064516129004,6.153133034706116,-1.1075436621904373,0.18639599531888962,0.172271728515625,0.18015624582767487,0.24390960112214088
3,CLIP Score,PickScore,31,1.0,0.0,6.200490117073059,-1.0086850225925446,0.18726325035095215,0.177337646484375,0.18046874552965164,0.25363118201494217
4,CLIP Score,HPSv2,0,0.0,1.0,5.891995310783386,0.8902514576911926,0.17679904773831367,0.242889404296875,0.20906249433755875,0.2770707458257675
4,CLIP Score,HPSv2,1,0.03225806451612903,0.967741935483871,5.892208218574524,1.093806877732277,0.17971737310290337,0.2635498046875,0.21437500044703484,0.2966707944869995
4,CLIP Score,HPSv2,2,0.06451612903225806,0.935483870967742,6.053526401519775,1.177959680557251,0.17743923142552376,0.2733154296875,0.21781249344348907,0.29721585661172867
4,CLIP Score,HPSv2,3,0.0967741935483871,0.9032258064516129,6.232985734939575,1.1701906621456146,0.17668506875634193,0.281982421875,0.21187499165534973,0.30074553191661835
4,CLIP Score,HPSv2,4,0.12903225806451613,0.8709677419354839,6.222574472427368,1.2009591460227966,0.17705826461315155,0.2841796875,0.21031249687075615,0.30602432787418365
4,CLIP Score,HPSv2,5,0.16129032258064516,0.8387096774193549,6.132018566131592,1.0380909591913223,0.17648756131529808,0.28753662109375,0.2043749950826168,0.28762058913707733
4,CLIP Score,HPSv2,6,0.1935483870967742,0.8064516129032258,6.157390594482422,1.2210860550403595,0.1773609034717083,0.2999267578125,0.19906249269843102,0.27863364666700363
4,CLIP Score,HPSv2,7,0.22580645161290322,0.7741935483870968,6.219621539115906,1.2893469333648682,0.17799228429794312,0.304443359375,0.2006249949336052,0.2849508672952652
4,CLIP Score,HPSv2,8,0.25806451612903225,0.7419354838709677,6.216817617416382,1.1661456525325775,0.17651119083166122,0.30517578125,0.20218749716877937,0.28214044868946075
4,CLIP Score,HPSv2,9,0.2903225806451613,0.7096774193548387,6.246114373207092,1.1268354803323746,0.17523350939154625,0.30084228515625,0.19843749701976776,0.29000241309404373
4,CLIP Score,HPSv2,10,0.3225806451612903,0.6774193548387097,6.153215408325195,1.0148322135210037,0.17544056102633476,0.30194091796875,0.19749999791383743,0.2800791747868061
4,CLIP Score,HPSv2,11,0.3548387096774194,0.6451612903225806,6.146321177482605,1.152942031621933,0.1749723218381405,0.30340576171875,0.19718749448657036,0.2884126305580139
4,CLIP Score,HPSv2,12,0.3870967741935484,0.6129032258064516,6.084539532661438,1.0675152391195297,0.17439083755016327,0.30450439453125,0.1978124938905239,0.2948194071650505
4,CLIP Score,HPSv2,13,0.41935483870967744,0.5806451612903225,6.188226699829102,1.0538755506277084,0.17098724469542503,0.30487060546875,0.1953124925494194,0.2863579988479614
4,CLIP Score,HPSv2,14,0.45161290322580644,0.5483870967741935,6.156944155693054,0.9716662913560867,0.1727566309273243,0.30560302734375,0.1978124976158142,0.28103218972682953
4,CLIP Score,HPSv2,15,0.4838709677419355,0.5161290322580645,6.065337777137756,0.9001909792423248,0.17257533594965935,0.3055419921875,0.19593749195337296,0.28000324964523315
4,CLIP Score,HPSv2,16,0.5161290322580645,0.4838709677419355,6.1317384243011475,0.9236740469932556,0.17219671979546547,0.306640625,0.20124999806284904,0.2771536111831665
4,CLIP Score,HPSv2,17,0.5483870967741935,0.4516129032258065,6.214650869369507,1.014309123158455,0.17432961240410805,0.3106689453125,0.19593749567866325,0.28776662796735764
4,CLIP Score,HPSv2,18,0.5806451612903226,0.4193548387096774,6.206921339035034,1.1082985401153564,0.1733936071395874,0.312744140625,0.1965624950826168,0.28209638595581055
4,CLIP Score,HPSv2,19,0.6129032258064516,0.3870967741935484,6.3141244649887085,1.0905589312314987,0.172822255641222,0.30633544921875,0.19749999791383743,0.2797435000538826
4,CLIP Score,HPSv2,20,0.6451612903225806,0.3548387096774194,6.2671990394592285,1.197195440530777,0.17310334742069244,0.30908203125,0.19999999552965164,0.2791319712996483
4,CLIP Score,HPSv2,21,0.6774193548387096,0.32258064516129037,6.186160564422607,1.1817469745874405,0.17426856979727745,0.30780029296875,0.2006249949336052,0.2798037752509117
4,CLIP Score,HPSv2,22,0.7096774193548387,0.29032258064516125,6.378269910812378,1.1281223893165588,0.17434198781847954,0.30755615234375,0.20468749478459358,0.2812928035855293
4,CLIP Score,HPSv2,23,0.7419354838709677,0.25806451612903225,6.316492915153503,1.226249486207962,0.17193399369716644,0.3082275390625,0.2018749937415123,0.27702219039201736
4,CLIP Score,HPSv2,24,0.7741935483870968,0.22580645161290325,6.323362350463867,1.312760829925537,0.17498743534088135,0.312255859375,0.20499999448657036,0.27446356415748596
4,CLIP Score,HPSv2,25,0.8064516129032258,0.19354838709677424,6.319110035896301,1.2941336929798126,0.1741270199418068,0.31097412109375,0.20031249895691872,0.2735225632786751
4,CLIP Score,HPSv2,26,0.8387096774193549,0.16129032258064513,6.2833298444747925,1.0665229260921478,0.1744559295475483,0.30517578125,0.19812499731779099,0.2699572741985321
4,CLIP Score,HPSv2,27,0.8709677419354839,0.12903225806451613,6.286177158355713,1.1745924055576324,0.17398057132959366,0.31463623046875,0.20093749463558197,0.2780573144555092
4,CLIP Score,HPSv2,28,0.9032258064516129,0.09677419354838712,6.265450835227966,1.2946261763572693,0.1731192022562027,0.30926513671875,0.19562499225139618,0.2735329382121563
4,CLIP Score,HPSv2,29,0.9354838709677419,0.06451612903225812,6.208131551742554,1.2486788034439087,0.17320576682686806,0.30767822265625,0.1993749924004078,0.2795483395457268
4,CLIP Score,HPSv2,30,0.967741935483871,0.032258064516129004,6.229429364204407,1.2429786026477814,0.1747353971004486,0.3118896484375,0.19718749821186066,0.2811003401875496
4,CLIP Score,HPSv2,31,1.0,0.0,6.2546703815460205,1.1083517372608185,0.1775774098932743,0.313232421875,0.20156249403953552,0.28924842178821564
5,CLIP Score,VQA Score,0,0.0,1.0,5.891995310783386,0.8902514576911926,0.17679904773831367,0.242889404296875,0.20906249433755875,0.2770707458257675
5,CLIP Score,VQA Score,1,0.03225806451612903,0.967741935483871,5.785693168640137,0.9598253965377808,0.17524225637316704,0.24371337890625,0.21562499552965164,0.28141265362501144
5,CLIP Score,VQA Score,2,0.06451612903225806,0.935483870967742,5.815449237823486,0.8827659487724304,0.17457790300250053,0.24346923828125,0.2109374962747097,0.2771838754415512
5,CLIP Score,VQA Score,3,0.0967741935483871,0.9032258064516129,5.893238663673401,0.9277408793568611,0.17659194022417068,0.24432373046875,0.20999999716877937,0.2803254649043083
5,CLIP Score,VQA Score,4,0.12903225806451613,0.8709677419354839,5.852498769760132,0.8720137476921082,0.17647664994001389,0.24432373046875,0.20874999463558197,0.27459006011486053
5,CLIP Score,VQA Score,5,0.16129032258064516,0.8387096774193549,5.834402561187744,0.928526908159256,0.17714321985840797,0.24493408203125,0.2109374925494194,0.2786382734775543
5,CLIP Score,VQA Score,6,0.1935483870967742,0.8064516129032258,5.825204133987427,0.9675193727016449,0.17789803072810173,0.2462158203125,0.2162499949336052,0.2915797606110573
5,CLIP Score,VQA Score,7,0.22580645161290322,0.7741935483870968,5.852465033531189,0.9505673125386238,0.17860805615782738,0.248443603515625,0.21656249091029167,0.2912120446562767
5,CLIP Score,VQA Score,8,0.25806451612903225,0.7419354838709677,5.817180633544922,0.8445542678236961,0.17859091609716415,0.24615478515625,0.21718749776482582,0.28524692356586456
5,CLIP Score,VQA Score,9,0.2903225806451613,0.7096774193548387,5.9813748598098755,1.0507484674453735,0.18059645220637321,0.250701904296875,0.2146874964237213,0.2822989225387573
5,CLIP Score,VQA Score,10,0.3225806451612903,0.6774193548387097,5.953062295913696,0.9985028058290482,0.18117369711399078,0.24993896484375,0.21531249582767487,0.28784097731113434
5,CLIP Score,VQA Score,11,0.3548387096774194,0.6451612903225806,5.935170769691467,0.8977174311876297,0.18186205998063087,0.250152587890625,0.21687499806284904,0.29325028508901596
5,CLIP Score,VQA Score,12,0.3870967741935484,0.6129032258064516,5.859694004058838,0.8913785219192505,0.18177223578095436,0.254669189453125,0.21843749657273293,0.28962789475917816
5,CLIP Score,VQA Score,13,0.41935483870967744,0.5806451612903225,5.821650981903076,0.7957717478275299,0.1808791533112526,0.252899169921875,0.21406249329447746,0.28362446278333664
5,CLIP Score,VQA Score,14,0.45161290322580644,0.5483870967741935,5.766208052635193,0.9567414671182632,0.17727962508797646,0.2548828125,0.21406249329447746,0.2753351032733917
5,CLIP Score,VQA Score,15,0.4838709677419355,0.5161290322580645,5.7938185930252075,0.8279227018356323,0.1759776584804058,0.253814697265625,0.2134374976158142,0.28388623148202896
5,CLIP Score,VQA Score,16,0.5161290322580645,0.4838709677419355,5.916809320449829,0.9115397557616234,0.17595480754971504,0.25811767578125,0.21406249329447746,0.27768125385046005
5,CLIP Score,VQA Score,17,0.5483870967741935,0.4516129032258065,5.888316750526428,0.8676173239946365,0.1775711476802826,0.2576904296875,0.21687499433755875,0.28493236750364304
5,CLIP Score,VQA Score,18,0.5806451612903226,0.4193548387096774,5.795297622680664,0.8357346057891846,0.1756407991051674,0.247589111328125,0.21531249582767487,0.29182224720716476
5,CLIP Score,VQA Score,19,0.6129032258064516,0.3870967741935484,5.693171501159668,0.8495818376541138,0.17721256986260414,0.24786376953125,0.21843749657273293,0.28140978515148163
5,CLIP Score,VQA Score,20,0.6451612903225806,0.3548387096774194,5.877853155136108,0.6405402235686779,0.17484772205352783,0.2431640625,0.2162499912083149,0.2952256575226784
5,CLIP Score,VQA Score,21,0.6774193548387096,0.32258064516129037,5.6841758489608765,0.654552411288023,0.1738060601055622,0.238067626953125,0.21187499910593033,0.28280460834503174
5,CLIP Score,VQA Score,22,0.7096774193548387,0.29032258064516125,5.9610326290130615,0.8396191447973251,0.17669875174760818,0.250823974609375,0.20218749344348907,0.30055684596300125
5,CLIP Score,VQA Score,23,0.7419354838709677,0.25806451612903225,5.782851815223694,0.8741208463907242,0.17625978961586952,0.24676513671875,0.2109374962747097,0.29062630981206894
5,CLIP Score,VQA Score,24,0.7741935483870968,0.22580645161290325,5.794790029525757,0.9024511128664017,0.1786351017653942,0.24786376953125,0.21437500044703484,0.28945716470479965
5,CLIP Score,VQA Score,25,0.8064516129032258,0.19354838709677424,5.854370474815369,0.9716112613677979,0.17642323672771454,0.24114990234375,0.21281249448657036,0.28747783973813057
5,CLIP Score,VQA Score,26,0.8387096774193549,0.16129032258064513,5.870604753494263,0.5839667469263077,0.17740891501307487,0.246795654296875,0.21312499791383743,0.29193439334630966
5,CLIP Score,VQA Score,27,0.8709677419354839,0.12903225806451613,5.855767726898193,0.6019837707281113,0.17713556066155434,0.23980712890625,0.20656249672174454,0.2852897122502327
5,CLIP Score,VQA Score,28,0.9032258064516129,0.09677419354838712,5.843832731246948,0.3910272684879601,0.1760876663029194,0.238006591796875,0.2059374935925007,0.28808286041021347
5,CLIP Score,VQA Score,29,0.9354838709677419,0.06451612903225812,6.017894983291626,0.5405019745230675,0.1763102151453495,0.24249267578125,0.19968749582767487,0.26592734828591347
5,CLIP Score,VQA Score,30,0.967741935483871,0.032258064516129004,5.903383851051331,0.21152646909467876,0.17707472294569016,0.24114990234375,0.19249999523162842,0.26059213280677795
